Employee_ID,Job_Title,Performance_Score,Work_Hours_Per_Week,Projects_Handled,Employee_Satisfaction_Score,Team_Size,Training_Hours,Promotions,Resigned,technical_skills,skill_proficiency,preferred_role,collaboration_score,personality_type,communication_style,work_habits,teamwork_style,leadership_score,project_interests,availability,Department,Gender,Age,Hire_Date,Years_At_Company,Education_Level,Monthly_Salary,Overtime_Hours,Sick_Days,Remote_Work_Frequency,past_projects,time_zone
362,Specialist,4,40,21,1.07,16,91,1,False,"Golang, DevOps",7,ML Engineer,4,INTP,Slack,Office,5,9,"Design, HCI",20,Sales,Female,38,2016-06-11 08:03:05.556036,8,High School,6300.0,25,10,50,Healthcare AI,GMT+-4
363,Specialist,5,45,6,1.82,12,92,2,False,"JavaScript, Node.js",1,Mobile Dev,3,ENFP,Slack,Hybrid,3,5,"AI, Ethics",15,IT,Female,30,2022-01-20 08:03:05.556036,2,Master,6750.0,13,0,75,Indie Games,GMT+-6
364,Engineer,5,47,2,2.64,9,37,1,True,"Python, NLP",8,Designer,6,INFJ,Zoom,Hybrid,1,8,Data Science,11,Customer Support,Female,37,2024-08-18 08:03:05.556036,0,High School,9000.0,8,8,25,FinTech Apps,GMT+-2
365,Technician,3,32,3,3.42,7,98,1,True,"React, TypeScript",2,DevOps Engineer,6,ISFJ,Email,Agile,6,8,"Crypto, Security",18,Legal,Male,40,2022-01-12 08:03:05.556036,2,High School,4550.0,24,2,75,Cloud Security,GMT+-4
366,Manager,3,48,39,3.26,18,0,2,False,"UI/UX, Figma",5,Blockchain Dev,2,ISFP,Teams,Office,1,4,"Game Dev, AI",14,Marketing,Male,45,2021-06-16 08:03:05.556036,3,Bachelor,7800.0,18,9,0,Healthcare AI,GMT+3
367,Technician,1,42,10,1.03,4,28,2,False,"Python, ML",8,Designer,6,ESTP,Email,Remote,1,10,Data Science,43,Marketing,Female,42,2019-02-03 08:03:05.556036,5,Bachelor,3850.0,23,5,25,Marketplace,GMT+-6
368,Manager,4,43,17,3.68,1,74,0,False,"Python, R",7,Game Developer,10,ISFJ,Slack,Hybrid,3,3,"FinTech, UX",19,Marketing,Male,39,2017-11-14 08:03:05.556036,6,Master,8400.0,8,11,100,DeFi,GMT+-11
369,Engineer,3,58,11,4.31,7,54,0,False,"C#, Unity",7,Data Analyst,2,INFJ,Zoom,Hybrid,10,3,"FinTech, AI",26,Legal,Female,28,2016-01-22 08:03:05.556036,8,Master,7800.0,15,6,100,"IoT, Robotics",GMT+2
370,Manager,4,44,21,3.17,8,88,2,True,"PHP, Laravel",8,AI Researcher,10,INTJ,Discord,Agile,10,2,"Web Dev, SaaS",41,HR,Other,30,2015-04-09 08:03:05.556036,9,Master,8400.0,10,12,50,Finance Apps,GMT+-11
371,Consultant,3,34,14,2.96,9,80,0,False,"UI/UX, Figma",3,Mobile Dev,1,ENTJ,Email,Agile,9,10,"NLP, AI Ethics",47,Engineering,Male,32,2017-12-28 08:03:05.556036,6,Bachelor,7150.0,2,2,0,CMS Systems,GMT+11
372,Specialist,5,47,49,2.69,3,27,1,False,"Golang, DevOps",1,Frontend Dev,2,ESTJ,Teams,Hybrid,8,6,"FinTech, UX",15,Customer Support,Male,50,2017-10-10 08:03:05.556036,6,Bachelor,6750.0,12,1,0,NLP Research,GMT+1
373,Specialist,1,57,19,4.99,3,0,0,False,"Python, TensorFlow",8,DevOps Engineer,8,INTP,Slack,Office,7,6,"Design, HCI",21,Customer Support,Female,27,2017-03-28 08:03:05.556036,7,PhD,4950.0,3,7,25,DeFi,GMT+-10
374,Manager,3,49,17,1.29,16,7,1,True,"Python, TensorFlow",4,Designer,7,ENFJ,Discord,Agile,8,2,Cloud Computing,46,IT,Female,32,2024-04-04 08:03:05.556036,0,Bachelor,7800.0,25,13,100,NLP Research,GMT+-8
375,Manager,4,43,18,2.38,5,11,0,False,"Python, NLP",1,Frontend Dev,7,INFJ,Slack,Office,4,1,"NLP, AI Ethics",20,Operations,Female,37,2015-06-03 08:03:05.556036,9,High School,8400.0,16,10,50,Cloud Security,GMT+11
376,Analyst,1,55,9,1.08,18,80,0,False,"Java, Spring",10,Game Developer,2,ENFP,Slack,Hybrid,9,1,"Web Dev, SaaS",15,HR,Female,43,2016-05-14 08:03:05.556036,8,Bachelor,4400.0,16,13,75,CMS Systems,GMT+-3
377,Manager,2,35,12,3.76,13,7,2,False,"SQL, PostgreSQL",9,Data Scientist,5,INFJ,Slack,Office,3,5,"Web Dev, SaaS",13,Finance,Male,28,2022-04-10 08:03:05.556036,2,High School,7200.0,1,14,75,"IoT, Robotics",GMT+7
378,Developer,4,57,49,3.35,14,29,0,True,"UI/UX, Figma",9,Designer,2,ENTP,Zoom,Agile,7,1,HealthTech,10,Engineering,Female,33,2015-05-11 08:03:05.556036,9,Bachelor,7000.0,28,2,75,AI Research,GMT+-5
379,Engineer,1,33,25,4.22,4,40,0,False,"Java, Spring",6,Data Analyst,3,ENTP,Email,Office,2,1,"Design, HCI",47,Sales,Female,53,2019-01-03 08:03:05.556036,5,High School,6600.0,14,13,0,E-Commerce,GMT+-1
380,Specialist,1,41,14,2.49,9,87,2,False,"C#, Unity",5,Data Analyst,1,ISTJ,Discord,Agile,8,8,E-commerce,47,Customer Support,Female,44,2019-01-17 08:03:05.556036,5,Bachelor,4950.0,10,5,75,Cloud Security,GMT+11
381,Technician,3,33,40,3.79,14,43,2,False,"Golang, DevOps",6,Designer,8,ENFP,Discord,Remote,2,8,"NLP, AI Ethics",24,Operations,Female,26,2014-12-25 08:03:05.556036,9,High School,4550.0,25,1,0,AI Research,GMT+-10
382,Specialist,1,43,23,3.49,11,32,2,False,"JavaScript, Node.js",9,Database Admin,3,ENFP,Teams,Office,10,9,Data Science,45,Customer Support,Male,42,2016-12-25 08:03:05.556036,7,Master,4950.0,23,13,0,CMS Systems,GMT+-11
383,Specialist,3,55,12,4.11,3,58,1,False,"React, TypeScript",1,Embedded Dev,1,ENFP,Slack,Hybrid,4,8,Cloud Computing,33,Marketing,Male,36,2021-04-22 08:03:05.556036,3,Master,5850.0,12,3,25,DeFi,GMT+9
384,Developer,3,33,8,3.15,8,88,1,False,"Python, NLP",3,Database Admin,3,ESTJ,Zoom,Agile,7,2,"AI, Bioinformatics",43,Engineering,Female,34,2021-10-23 08:03:05.556036,2,High School,6500.0,20,10,100,Finance Apps,GMT+-2
385,Manager,3,39,28,2.42,19,61,1,False,"Python, R",1,Designer,3,INFJ,Discord,Remote,2,5,"FinTech, UX",35,Sales,Female,52,2020-06-21 08:03:05.556036,4,High School,7800.0,17,14,50,E-Commerce,GMT+-2
386,Manager,3,42,11,4.62,11,31,1,False,"Swift, iOS Dev",5,Backend Dev,1,INFJ,Email,Remote,8,5,"AI, Hardware",29,Operations,Male,31,2018-10-15 08:03:05.556036,5,High School,7800.0,23,4,25,CMS Systems,GMT+1
387,Manager,5,32,37,2.21,9,64,1,False,"React, TypeScript",2,Data Scientist,1,ENTP,Email,Office,7,4,"Web Dev, SaaS",34,Sales,Male,26,2016-05-06 08:03:05.556036,8,High School,9000.0,11,14,50,Finance Apps,GMT+-5
388,Manager,2,53,3,1.17,17,25,2,False,"Python, ML",6,ML Engineer,6,INFJ,Email,Agile,1,9,"AI, Ethics",33,Operations,Female,43,2024-05-23 08:03:05.556036,0,PhD,7200.0,7,5,75,Marketplace,GMT+5
389,Technician,4,50,6,4.48,2,95,1,True,"Java, Spring",8,Frontend Dev,5,ISTJ,Email,Remote,6,9,"NLP, AI Ethics",23,Finance,Female,60,2020-01-07 08:03:05.556036,4,High School,4900.0,10,7,75,FinTech Apps,GMT+-3
390,Developer,2,44,36,2.82,7,89,2,False,"UI/UX, Figma",7,Data Scientist,3,ISFP,Zoom,Remote,10,1,E-commerce,28,IT,Female,23,2016-03-12 08:03:05.556036,8,High School,6000.0,14,9,50,Web Apps,GMT+8
391,Manager,3,32,11,3.72,12,76,2,False,"Swift, iOS Dev",8,Data Scientist,2,ENTJ,Teams,Hybrid,7,8,"Web Dev, SaaS",25,Engineering,Male,33,2016-01-27 08:03:05.556036,8,Bachelor,7800.0,20,4,50,Cloud Security,GMT+3
392,Manager,3,43,33,1.65,2,85,0,False,"C++, Robotics",6,Mobile Dev,7,ISTJ,Teams,Remote,4,8,E-commerce,46,Finance,Male,25,2021-03-19 08:03:05.556036,3,High School,7800.0,11,3,25,DeFi,GMT+-7
393,Technician,3,58,11,4.01,13,67,2,False,"Rust, Blockchain",3,Database Admin,4,ENFP,Slack,Office,6,7,"Web Dev, SaaS",11,Finance,Male,35,2017-01-30 08:03:05.556036,7,Bachelor,4550.0,10,3,25,Web Apps,GMT+6
394,Engineer,4,54,8,4.68,9,25,2,False,"Golang, DevOps",1,Backend Dev,6,ENTJ,Zoom,Office,5,10,"AI, Bioinformatics",48,Marketing,Female,31,2014-10-13 08:03:05.556036,9,Master,8400.0,23,4,75,Indie Games,GMT+-10
395,Engineer,4,35,2,3.15,17,19,2,True,"Rust, Blockchain",1,ML Engineer,8,ISFP,Slack,Office,8,10,"NLP, AI Ethics",50,IT,Female,34,2020-01-31 08:03:05.556036,4,Bachelor,8400.0,5,0,0,E-Commerce,GMT+-10
396,Developer,1,58,4,2.44,3,97,1,False,"UI/UX, Figma",1,Database Admin,5,ISTP,Teams,Remote,4,7,"AI, Bioinformatics",12,Customer Support,Female,39,2015-07-26 08:03:05.556036,9,High School,5500.0,20,11,25,AI Startups,GMT+4
397,Developer,4,40,33,2.0,9,96,1,False,"React, TypeScript",3,AI Researcher,9,ENTJ,Slack,Agile,9,5,"FinTech, AI",19,Finance,Male,35,2020-10-14 08:03:05.556036,3,High School,7000.0,25,12,0,AI Startups,GMT+-11
398,Technician,4,59,8,3.13,6,29,0,False,"C#, Unity",7,ML Engineer,7,ISFJ,Slack,Hybrid,5,7,"AI, Bioinformatics",18,Legal,Male,41,2018-02-18 08:03:05.556036,6,Bachelor,4900.0,27,7,25,Healthcare AI,GMT+12
399,Technician,1,52,41,1.53,16,12,2,False,"Python, R",8,Database Admin,4,INTJ,Teams,Hybrid,4,3,"FinTech, UX",38,Finance,Male,25,2017-01-18 08:03:05.556036,7,High School,3850.0,3,2,25,CMS Systems,GMT+7
400,Technician,2,48,27,4.51,17,7,2,True,"JavaScript, Node.js",9,Blockchain Dev,4,ISFP,Email,Remote,2,1,"SaaS, Web3",28,HR,Other,31,2023-11-06 08:03:05.556036,0,Bachelor,4200.0,6,3,50,Web Apps,GMT+-2
401,Specialist,3,42,5,4.81,13,74,0,False,"JavaScript, Node.js",9,Game Developer,3,ESTP,Slack,Hybrid,7,9,"Design, HCI",37,Marketing,Female,54,2022-04-11 08:03:05.556036,2,Bachelor,5850.0,21,12,100,NLP Research,GMT+-10
402,Engineer,2,43,23,4.47,9,70,2,False,"Swift, iOS Dev",10,ML Engineer,5,INTJ,Zoom,Hybrid,10,6,"Design, HCI",32,Finance,Female,58,2019-03-03 08:03:05.556036,5,High School,7200.0,7,8,25,Marketplace,GMT+-8
403,Consultant,4,56,34,1.17,4,60,0,False,"Java, Spring",4,Web Dev,4,ISTJ,Email,Hybrid,1,9,"Design, HCI",14,HR,Male,39,2022-08-14 08:03:05.556036,2,High School,7700.0,9,7,100,Finance Apps,GMT+5
404,Specialist,3,45,1,1.56,18,40,1,False,"PHP, Laravel",8,DevOps Engineer,8,ISTP,Teams,Office,4,7,"NLP, AI Ethics",35,IT,Male,25,2020-09-05 08:03:05.556036,4,Bachelor,5850.0,1,3,25,Marketplace,GMT+-9
405,Consultant,5,44,2,4.95,2,66,1,False,"C++, Robotics",4,Mobile Dev,3,ENFJ,Email,Remote,3,4,"FinTech, UX",37,Customer Support,Female,27,2018-03-22 08:03:05.556036,6,High School,8250.0,7,1,25,Indie Games,GMT+-5
406,Engineer,3,42,2,1.81,11,73,0,True,"Python, NLP",1,Blockchain Dev,2,ENFP,Zoom,Remote,1,5,"NLP, AI Ethics",21,Sales,Male,41,2019-06-07 08:03:05.556036,5,Bachelor,7800.0,17,14,0,Cloud Security,GMT+-10
407,Analyst,2,42,30,3.01,16,24,2,False,"SQL, PostgreSQL",1,ML Engineer,8,ISTJ,Teams,Agile,3,3,E-commerce,41,HR,Male,40,2021-10-14 08:03:05.556036,2,PhD,4800.0,10,5,50,CMS Systems,GMT+-7
408,Developer,3,41,22,2.31,16,41,1,False,"C#, Unity",5,Full Stack Dev,7,ISFJ,Email,Remote,8,9,E-commerce,19,IT,Male,30,2015-07-09 08:03:05.556036,9,High School,6500.0,1,2,0,FinTech Apps,GMT+8
409,Analyst,2,55,47,4.39,15,51,1,False,"UI/UX, Figma",1,ML Engineer,4,ENTP,Email,Hybrid,6,4,"Design, HCI",34,IT,Male,52,2020-02-16 08:03:05.556036,4,Bachelor,4800.0,28,12,25,Cloud Security,GMT+8
410,Specialist,2,52,15,3.55,14,13,0,True,"PHP, Laravel",5,Data Scientist,2,ENFJ,Zoom,Office,2,10,Data Science,31,Engineering,Female,38,2024-01-22 08:03:05.556036,0,PhD,5400.0,29,6,50,DeFi,GMT+-2
411,Engineer,5,44,16,2.34,6,88,2,False,"Python, R",4,Game Developer,10,ESTJ,Teams,Office,9,5,"Web Dev, SaaS",38,Engineering,Male,50,2021-02-20 08:03:05.556036,3,Bachelor,9000.0,19,6,0,AI Startups,GMT+12
412,Technician,5,59,29,3.98,5,18,1,False,"C#, Unity",10,AI Researcher,2,ENTP,Email,Agile,3,9,"Crypto, Security",21,Marketing,Male,29,2016-07-11 08:03:05.556036,8,Bachelor,5250.0,16,8,75,AI Startups,GMT+9
413,Developer,1,54,12,1.05,3,55,0,False,"JavaScript, Node.js",3,Web Dev,9,INFJ,Zoom,Hybrid,8,1,Cloud Computing,17,Customer Support,Male,22,2016-12-24 08:03:05.556036,7,Bachelor,5500.0,29,2,50,"IoT, Robotics",GMT+10
414,Analyst,4,41,5,4.79,5,47,2,False,"Golang, DevOps",3,Game Developer,2,ENTJ,Zoom,Remote,7,8,"AI, Hardware",39,Engineering,Male,29,2018-05-05 08:03:05.556036,6,High School,5600.0,23,2,25,Finance Apps,GMT+8
415,Technician,5,44,36,2.04,1,97,2,False,"Python, ML",3,Embedded Dev,5,ENTP,Discord,Remote,5,1,Data Science,40,Customer Support,Other,33,2021-12-29 08:03:05.556036,2,Bachelor,5250.0,19,10,0,FinTech Apps,GMT+3
416,Developer,2,34,14,4.93,4,9,1,False,"SQL, PostgreSQL",3,Embedded Dev,9,ISTJ,Discord,Office,9,5,"Crypto, Security",36,IT,Female,30,2020-10-17 08:03:05.556036,3,High School,6000.0,16,11,25,SaaS,GMT+-11
417,Manager,2,54,13,1.77,4,93,0,False,"Golang, DevOps",8,Data Scientist,7,INTJ,Email,Remote,4,1,"AI, Bioinformatics",42,Operations,Male,42,2020-10-20 08:03:05.556036,3,Bachelor,7200.0,24,2,75,SaaS,GMT+5
418,Specialist,3,32,7,1.89,8,94,2,False,"JavaScript, Node.js",10,Embedded Dev,1,ISFJ,Slack,Remote,6,2,"FinTech, AI",48,IT,Male,42,2018-08-10 08:03:05.556036,6,PhD,5850.0,24,8,50,AI Research,GMT+-9
419,Engineer,5,56,13,1.72,19,86,2,False,"Python, TensorFlow",5,Game Developer,9,ISTP,Discord,Remote,2,8,"NLP, AI Ethics",35,Customer Support,Female,42,2015-10-07 08:03:05.556036,8,Master,9000.0,10,7,100,Finance Apps,GMT+8
420,Engineer,4,33,45,2.04,8,58,0,True,"Python, TensorFlow",7,Backend Dev,4,ENFP,Slack,Hybrid,3,4,"FinTech, AI",45,Marketing,Male,38,2023-01-04 08:03:05.556036,1,High School,8400.0,25,7,50,Healthcare AI,GMT+-10
421,Technician,5,57,1,4.07,13,63,0,False,"Golang, DevOps",7,DevOps Engineer,1,INFJ,Discord,Office,10,4,Data Science,10,Legal,Female,37,2020-02-15 08:03:05.556036,4,PhD,5250.0,13,13,25,CMS Systems,GMT+2
422,Technician,3,55,26,4.59,6,43,1,False,"SQL, PostgreSQL",6,Frontend Dev,2,ISFJ,Slack,Remote,7,7,"Design, HCI",48,Marketing,Male,52,2017-09-19 08:03:05.556036,6,Master,4550.0,16,3,0,NLP Research,GMT+4
423,Engineer,1,30,25,4.16,15,2,0,False,"C#, Unity",4,Game Developer,9,ESTP,Email,Office,2,1,Cloud Computing,28,Marketing,Male,51,2018-08-16 08:03:05.556036,6,Master,6600.0,5,14,75,Cloud Security,GMT+3
424,Manager,4,37,49,3.74,11,62,0,False,"UI/UX, Figma",7,Web Dev,5,ENFJ,Slack,Hybrid,2,7,"Design, HCI",24,Finance,Female,31,2017-05-15 08:03:05.556036,7,Master,8400.0,8,14,25,FinTech Apps,GMT+-9
425,Developer,2,37,0,1.62,15,48,0,False,"React, TypeScript",9,Database Admin,9,INTJ,Teams,Office,7,8,"Game Dev, AI",37,IT,Female,30,2018-09-28 08:03:05.556036,5,PhD,6000.0,23,7,75,DeFi,GMT+1
426,Engineer,2,40,38,1.95,13,28,2,False,"Python, R",2,Designer,5,INFJ,Discord,Office,2,6,"NLP, AI Ethics",25,Sales,Female,45,2023-07-18 08:03:05.556036,1,Bachelor,7200.0,10,8,50,E-Commerce,GMT+9
427,Developer,5,49,46,3.48,15,41,0,False,"C++, Robotics",8,ML Engineer,7,ISFP,Teams,Office,4,7,HealthTech,19,Finance,Female,22,2022-06-02 08:03:05.556036,2,Bachelor,7500.0,21,4,100,SaaS,GMT+4
428,Engineer,4,41,12,3.85,8,19,1,False,"React, TypeScript",3,Database Admin,5,ISFP,Teams,Hybrid,10,6,Data Science,23,Customer Support,Female,48,2017-06-24 08:03:05.556036,7,Bachelor,8400.0,6,2,50,E-Commerce,GMT+-1
429,Engineer,2,60,30,2.0,4,12,1,False,"Python, TensorFlow",4,Blockchain Dev,4,ENFJ,Email,Office,6,2,"AI, Ethics",18,HR,Male,25,2020-07-07 08:03:05.556036,4,High School,7200.0,23,13,50,Indie Games,GMT+-2
430,Manager,2,31,23,2.94,18,4,2,False,"UI/UX, Figma",6,ML Engineer,7,ENFJ,Teams,Hybrid,5,10,"SaaS, Web3",18,IT,Male,50,2023-11-17 08:03:05.556036,0,Bachelor,7200.0,27,9,25,Indie Games,GMT+-8
431,Developer,2,58,9,3.86,16,57,1,False,"C++, Robotics",3,Blockchain Dev,3,ISFJ,Discord,Remote,6,2,"Game Dev, AI",46,Engineering,Female,57,2021-12-08 08:03:05.556036,2,Bachelor,6000.0,26,6,0,Indie Games,GMT+-11
432,Developer,4,36,22,2.38,6,27,0,False,"Swift, iOS Dev",9,Data Scientist,3,ISFP,Teams,Office,4,5,"FinTech, AI",28,Engineering,Female,23,2021-02-24 08:03:05.556036,3,High School,7000.0,24,9,50,"IoT, Robotics",GMT+-10
433,Consultant,1,51,32,3.04,6,45,0,False,"Python, NLP",4,Game Developer,2,INTP,Email,Agile,9,8,"Crypto, Security",39,Customer Support,Female,40,2024-02-21 08:03:05.556036,0,High School,6050.0,9,10,25,Indie Games,GMT+-2
434,Technician,4,59,26,1.57,18,5,0,False,"C#, Unity",8,Backend Dev,1,ENFJ,Zoom,Office,4,9,"AI, Hardware",50,Marketing,Female,50,2016-08-31 08:03:05.556036,8,High School,4900.0,5,1,75,E-Commerce,GMT+10
435,Specialist,3,54,35,4.35,17,75,2,False,"Rust, Blockchain",1,Frontend Dev,8,ISFP,Slack,Office,2,10,Data Science,33,Operations,Male,45,2019-01-29 08:03:05.556036,5,Master,5850.0,2,5,75,Healthcare AI,GMT+12
436,Manager,4,46,10,1.18,3,85,0,True,"UI/UX, Figma",8,Backend Dev,6,INFJ,Teams,Office,10,8,"FinTech, AI",17,Sales,Male,45,2019-03-10 08:03:05.556036,5,Bachelor,8400.0,2,7,50,"IoT, Robotics",GMT+-12
437,Consultant,3,36,36,1.9,19,5,2,False,"JavaScript, Node.js",7,Data Scientist,1,INFJ,Email,Hybrid,5,8,Cloud Computing,34,Legal,Male,51,2023-04-11 08:03:05.556036,1,High School,7150.0,2,0,0,Cloud Security,GMT+-3
438,Manager,5,45,2,4.13,19,50,0,False,"Golang, DevOps",7,ML Engineer,4,ISFP,Email,Hybrid,8,7,"Web Dev, SaaS",29,Operations,Female,23,2022-07-29 08:03:05.556036,2,High School,9000.0,3,13,25,"IoT, Robotics",GMT+-10
439,Analyst,1,43,18,3.78,12,26,0,False,"Rust, Blockchain",9,Database Admin,10,ENTJ,Email,Office,3,9,Cloud Computing,46,Marketing,Male,35,2017-11-20 08:03:05.556036,6,Bachelor,4400.0,10,11,25,E-Commerce,GMT+-2
440,Engineer,5,32,16,2.27,17,5,0,False,"C#, Unity",3,DevOps Engineer,2,ISTP,Slack,Hybrid,1,9,"Game Dev, AI",44,Legal,Male,48,2014-10-24 08:03:05.556036,9,High School,9000.0,12,10,50,NLP Research,GMT+6
441,Consultant,5,37,26,2.13,16,12,1,False,"PHP, Laravel",7,Embedded Dev,3,ISTP,Teams,Office,9,5,"AI, Ethics",36,HR,Male,39,2017-09-05 08:03:05.556036,7,Bachelor,8250.0,18,9,100,AI Startups,GMT+8
442,Analyst,2,49,33,2.26,3,54,0,False,"Java, Spring",6,Game Developer,4,ENTP,Slack,Agile,6,5,"NLP, AI Ethics",38,Engineering,Male,49,2019-03-24 08:03:05.556036,5,Bachelor,4800.0,4,3,75,Cloud Security,GMT+11
443,Engineer,4,59,37,2.64,5,40,1,False,"Golang, DevOps",3,Game Developer,2,ENTJ,Teams,Hybrid,9,2,"NLP, AI Ethics",15,Customer Support,Male,28,2017-03-18 08:03:05.556036,7,Master,8400.0,11,5,25,Web Apps,GMT+9
444,Analyst,4,58,36,4.33,9,7,2,False,"Golang, DevOps",8,ML Engineer,9,ENFP,Teams,Remote,6,1,"AI, Ethics",39,HR,Male,30,2020-11-01 08:03:05.556036,3,Master,5600.0,17,0,0,CMS Systems,GMT+-11
445,Manager,4,51,27,1.81,14,10,1,False,"JavaScript, Node.js",5,Full Stack Dev,9,ENFP,Teams,Agile,6,10,E-commerce,10,HR,Male,39,2016-04-30 08:03:05.556036,8,Bachelor,8400.0,5,13,25,E-Commerce,GMT+0
446,Specialist,4,36,47,1.66,18,88,1,False,"JavaScript, Node.js",4,Mobile Dev,9,ISTJ,Discord,Office,8,5,"FinTech, AI",39,Sales,Other,56,2020-02-06 08:03:05.556036,4,High School,6300.0,11,4,25,Indie Games,GMT+5
447,Consultant,4,43,40,2.83,3,37,1,False,"Java, Spring",6,Database Admin,8,ENFJ,Teams,Hybrid,7,1,"Design, HCI",46,Marketing,Female,23,2021-04-03 08:03:05.556036,3,High School,7700.0,12,5,25,Web Apps,GMT+11
448,Developer,2,38,49,3.37,13,62,0,False,"SQL, PostgreSQL",3,Database Admin,4,ENFJ,Zoom,Remote,8,3,"AI, Ethics",38,Sales,Female,30,2015-04-13 08:03:05.556036,9,High School,6000.0,9,6,50,CMS Systems,GMT+11
449,Consultant,4,60,41,2.64,16,93,0,False,"React, TypeScript",4,Database Admin,1,INFJ,Slack,Hybrid,5,2,"AI, Hardware",32,Marketing,Female,47,2024-02-16 08:03:05.556036,0,Bachelor,7700.0,27,0,0,Marketplace,GMT+12
450,Technician,4,45,36,2.35,5,7,1,False,"SQL, PostgreSQL",10,AI Researcher,5,ENTP,Teams,Hybrid,4,1,HealthTech,20,IT,Male,53,2023-10-15 08:03:05.556036,0,PhD,4900.0,14,3,0,Marketplace,GMT+5
451,Engineer,1,48,4,1.13,10,78,1,True,"UI/UX, Figma",9,Full Stack Dev,6,INTJ,Email,Office,7,10,"AI, Bioinformatics",12,Customer Support,Female,49,2020-10-16 08:03:05.556036,3,Bachelor,6600.0,6,13,100,Indie Games,GMT+11
452,Specialist,2,32,24,4.9,11,53,1,False,"UI/UX, Figma",6,Blockchain Dev,9,ENTJ,Discord,Agile,7,7,"SaaS, Web3",17,Customer Support,Female,47,2020-04-19 08:03:05.556036,4,PhD,5400.0,7,11,0,AI Startups,GMT+9
453,Specialist,1,58,4,2.15,3,59,2,False,"Python, TensorFlow",7,Designer,2,ISTP,Zoom,Remote,5,2,"AI, Ethics",20,Customer Support,Male,36,2020-01-10 08:03:05.556036,4,PhD,4950.0,18,7,75,SaaS,GMT+6
454,Developer,5,42,19,1.04,4,28,1,False,"C#, Unity",8,ML Engineer,3,ISTP,Discord,Agile,9,10,"Crypto, Security",50,Operations,Female,31,2021-08-01 08:03:05.556036,3,Bachelor,7500.0,27,5,75,Healthcare AI,GMT+8
455,Developer,4,45,21,3.47,5,68,1,False,"SQL, PostgreSQL",5,Blockchain Dev,3,ENTP,Email,Office,1,5,HealthTech,47,IT,Male,33,2019-08-10 08:03:05.556036,5,Bachelor,7000.0,28,1,75,NLP Research,GMT+-1
456,Manager,5,33,43,4.38,9,94,0,False,"Rust, Blockchain",7,Data Analyst,3,ENFJ,Email,Office,6,9,"AI, Hardware",42,Operations,Male,23,2015-09-27 08:03:05.556036,8,High School,9000.0,13,4,75,Finance Apps,GMT+6
457,Technician,2,52,27,4.51,11,4,0,False,"Python, NLP",5,AI Researcher,4,ENTP,Slack,Remote,1,7,"Game Dev, AI",48,Marketing,Female,35,2015-07-01 08:03:05.556036,9,Master,4200.0,3,6,25,Healthcare AI,GMT+11
458,Consultant,4,55,46,4.05,17,40,1,False,"PHP, Laravel",3,ML Engineer,4,INFJ,Zoom,Remote,4,5,"SaaS, Web3",39,Engineering,Female,52,2020-10-01 08:03:05.556036,3,Bachelor,7700.0,9,4,75,SaaS,GMT+4
459,Consultant,4,31,23,3.6,11,60,2,True,"Rust, Blockchain",1,Embedded Dev,10,ESTJ,Teams,Remote,8,1,Cloud Computing,17,Sales,Male,39,2017-03-16 08:03:05.556036,7,Master,7700.0,27,6,50,E-Commerce,GMT+7
460,Engineer,2,39,26,2.44,12,67,0,True,"JavaScript, Node.js",6,Backend Dev,10,ISFP,Email,Remote,8,2,"SaaS, Web3",32,Engineering,Female,59,2015-10-06 08:03:05.556036,8,Bachelor,7200.0,18,0,75,AI Research,GMT+-5
461,Analyst,3,56,37,2.54,11,98,2,False,"Swift, iOS Dev",6,Full Stack Dev,7,ENFP,Slack,Office,1,7,"AI, Bioinformatics",23,Operations,Male,28,2020-07-17 08:03:05.556036,4,Bachelor,5200.0,28,11,50,CMS Systems,GMT+-1
462,Developer,1,49,39,3.9,10,74,2,False,"SQL, PostgreSQL",10,Web Dev,1,ESTJ,Discord,Agile,10,2,"Crypto, Security",17,Sales,Male,60,2018-04-16 08:03:05.556036,6,High School,5500.0,21,8,100,Cloud Security,GMT+1
463,Manager,4,48,31,3.06,5,62,1,False,"Python, ML",4,Data Analyst,6,ENFJ,Email,Hybrid,7,6,"AI, Hardware",13,IT,Male,26,2014-11-23 08:03:05.556036,9,High School,8400.0,3,7,75,FinTech Apps,GMT+4
464,Consultant,3,56,7,4.72,5,64,2,False,"C++, Robotics",2,Full Stack Dev,9,ESTP,Zoom,Remote,8,6,"AI, Ethics",47,Operations,Female,37,2020-12-22 08:03:05.556036,3,Bachelor,7150.0,12,7,100,"IoT, Robotics",GMT+7
465,Specialist,3,30,15,3.39,10,35,2,False,"Python, R",5,Web Dev,2,ENTJ,Zoom,Office,10,5,"AI, Bioinformatics",13,IT,Male,40,2018-05-30 08:03:05.556036,6,Master,5850.0,13,2,75,NLP Research,GMT+-6
466,Manager,3,53,0,1.2,10,5,1,False,"PHP, Laravel",8,Full Stack Dev,10,ENTJ,Discord,Office,5,6,"SaaS, Web3",40,HR,Male,47,2022-03-10 08:03:05.556036,2,High School,7800.0,1,7,25,NLP Research,GMT+-4
467,Specialist,5,32,48,3.18,4,99,2,False,"React, TypeScript",5,Backend Dev,2,ESTP,Discord,Agile,2,9,"FinTech, UX",10,Sales,Male,50,2016-09-01 08:03:05.556036,8,Bachelor,6750.0,28,13,25,Finance Apps,GMT+0
